Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,IsRemodeled,TotalLivingArea,BsmtFinType1_ord,BsmtFinType2_ord,FinishedBsmtSF,FinishedBsmtRatio,OverallQC,QualCondGap,TotalPorchSF,HasPorch,HasDeck,HasPool,HasFireplace,HasAlley,IsPavedStreet,SaleSeason,TotalBath,RoomDensity,HasGarage,GarageAge,GarageAreaPerCar,GarageQual_ord,GarageCond_ord,GarageQC,HasMasVnr,LotShapeRatio
739,90,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,0,None,None,,None,0.0,0.0,None,None,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD,Alloca,179000.0,22,21,1,2400.0,6.0,1.0,1200.0,0.9991673605328892,25,0,0,0,1,0,0,0,1,Spring,6.0,200.0,0,0.0,0.0,0,0,0,0,0.5718476624917083
740,60,RL,65.0,9313,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864,864.0,GasA,Ex,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187,56,0,0,0,0,None,None,None,0,4,2009,WD,Normal,190000.0,5,5,0,2592.0,1.0,1.0,0.0,0.0,35,2,56,1,1,0,0,0,1,Spring,2.5,216.0,1,5.0,190.66666666666666,3,3,9,0,0.6666400972495624
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264,264.0,GasA,Ex,Y,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,TA,7,Typ,0,None,Detchd,1910.0,Unf,2.0,360.0,TA,Gd,Y,270,0,112,0,0,0,None,GdPrv,None,0,5,2007,WD,Abnorml,132000.0,97,5,1,1696.0,1.0,1.0,0.0,0.0,35,-2,112,1,1,0,0,1,1,Spring,2.0,179.0,1,97.0,120.0,3,4,12,0,0.6061855800270474
742,20,RL,65.0,6768,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80,912.0,GasA,Gd,Y,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1962.0,Unf,1.0,288.0,TA,TA,Y,168,0,0,0,0,0,None,GdPrv,None,0,5,2008,WD,Normal,142000.0,47,12,1,1824.0,6.0,1.0,832.0,0.9112814895947426,48,-2,0,0,1,0,0,0,1,Spring,2.5,152.0,1,46.0,144.0,3,3,9,0,0.7806133572207499
743,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,None,GdPrv,None,0,12,2007,WD,Normal,179000.0,7,6,1,2698.0,1.0,1.0,0.0,0.0,35,2,55,1,1,0,0,0,1,Winter,2.0,192.71428571428572,1,7.0,179.66666666666666,3,3,9,1,0.6994972542343859
744,80,RL,70.0,12886,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,Unf,0.0,76,520.0,GasA,Ex,Y,SBrkr,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2.0,480.0,TA,TA,Y,302,0,0,0,100,0,None,None,None,0,10,2009,WD,Normal,175000.0,46,10,1,1984.0,5.0,1.0,444.0,0.8522072936660269,30,-1,100,1,1,0,1,0,1,Fall,2.5,209.14285714285714,1,12.0,160.0,3,3,9,0,0.6112655260785291
745,120,RL,41.0,5395,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604,1337.0,GasA,Gd,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96,0,70,168,0,0,None,None,None,0,10,2008,WD,Normal,180000.0,15,15,0,2674.0,6.0,1.0,733.0,0.5478325859491778,40,3,238,1,1,0,1,0,1,Fall,3.0,222.83333333333334,1,15.0,154.0,3,3,9,0,0.5507002618217337
746,60,RL,80.0,8963,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575.0,ALQ,80.0,487,1142.0,GasA,Ex,Y,SBrkr,1175,1540,0,2715,0.0,1.0,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2.0,831.0,TA,TA,Y,0,204,0,0,0,0,None,None,None,0,7,2008,WD,Normal,299800.0,32,12,1,3857.0,6.0,5.0,655.0,0.5730533683289589,72,-1,204,1,0,0,1,0,1,Summer,4.0,226.25,1,14.0,277.0,3,3,9,1,0.8361805119004078
747,60,RL,64.0,8795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652,952.0,GasA,Ex,Y,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,None,None,None,0,4,2009,WD,Normal,236000.0,9,9,0,3208.0,6.0,1.0,300.0,0.3147953830010493,35,2,54,1,1,0,1,0,1,Spring,2.5,250.66666666666666,1,9.0,184.66666666666666,3,3,9,0,0.6752361069480044
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240,1240.0,GasW,TA,N,SBrkr,1320,1320,0,2640,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4.0,864.0,TA,TA,N,181,0,386,0,0,0,None,None,None,0,5,2009,WD,Normal,265979.0,129,6,1,3880.0,1.0,1.0,0.0,0.0,49,0,386,1,1,0,1,1,1,Spring,1.5,293.3333333333333,1,59.0,172.8,3,3,9,0,0.5954205476668757
749,20,RL,59.0,10593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,Y,240,56,154,0,0,0,None,None,None,0,3,2010,WD,Normal,260400.0,14,14,0,3440.0,6.0,1.0,919.0,0.5339918651946542,35,2,210,1,1,0,1,0,1,Spring,3.0,215.0,1,14.0,175.66666666666666,3,3,9,1,0.5677318491915209
750,50,RL,50.0,8405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0,0.0,Wall,TA,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,None,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,None,None,None,0,4,2009,WD,Normal,98000.0,64,59,1,1529.0,,,0.0,0.0,12,1,185,1,1,0,0,0,1,Spring,2.0,152.9,1,64.0,120.0,3,3,9,0,0.5394977812796964
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,576,576.0,GasA,Gd,Y,SBrkr,792,348,0,1140,0.0,0.0,1,0,3,1,TA,7,Min2,0,None,None,,None,0.0,0.0,None,None,N,0,160,0,0,0,0,None,None,None,0,6,2010,WD,Normal,96500.0,100,6,1,1716.0,1.0,1.0,0.0,0.0,28,-3,160,1,0,0,0,1,1,Summer,1.0,142.5,0,0.0,0.0,0,0,0,0,0.5801178924657089
752,60,RL,64.0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,660,660.0,GasA,Ex,Y,SBrkr,660,660,0,1320,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2003.0,Fin,2.0,400.0,TA,TA,Y,0,48,0,0,0,0,None,None,None,0,8,2007,WD,Normal,162000.0,4,4,0,1980.0,1.0,1.0,0.0,0.0,35,2,48,1,0,0,0,0,1,Summer,2.5,188.57142857142858,1,4.0,133.33333333333334,3,3,9,0,0.7188258350407644
753,20,RL,79.0,9236,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,None,None,None,0,7,2006,WD,Normal,217000.0,9,9,0,2973.0,6.0,1.0,1200.0,0.8108108108108109,30,1,27,1,1,0,0,0,1,Summer,3.0,213.42857142857142,1,9.0,192.0,3,3,9,0,0.8135597950076735
754,60,RL,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,192,52,0,0,0,0,None,None,None,0,3,2006,WD,Normal,275500.0,1,1,0,3128.0,1.0,1.0,0.0,0.0,40,3,52,1,1,0,1,0,1,Spring,2.5,233.11111111111111,1,1.0,219.5,3,3,9,1,0.7828333636127601
755,20,RL,61.0,7930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472.0,115,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1969.0,RFn,2.0,440.0,TA,TA,Y,171,48,0,0,0,0,None,None,None,0,7,2009,WD,Normal,156000.0,40,4,1,2052.0,6.0,2.0,911.0,0.887049659201558,48,-2,48,1,1,0,0,0,1,Summer,2.0,171.0,1,40.0,146.66666666666666,3,3,9,0,0.6773973255212432
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348,729.0,GasA,Gd,Y,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,3,2009,WD,Normal,172500.0,10,10,0,2200.0,6.0,1.0,381.0,0.5219178082191781,30,1,24,1,0,0,0,1,1,Spring,2.5,210.14285714285714,1,10.0,146.66666666666666,3,3,9,1,0.5878987378197782
757,60,RL,68.0,10769,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,846,866.0,GasA,Ex,Y,SBrkr,866,902,0,1768,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,None,None,None,0,4,2009,WD,Normal,212000.0,2,2,0,2634.0,6.0,1.0,20.0,0.02306805074971165,40,3,105,1,1,0,0,0,1,Spring,2.5,221.0,1,2.0,192.66666666666666,3,3,9,0,0.649017262888033
758,60,RL,72.0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234,672.0,GasA,TA,Y,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,335,0,0,0,0,0,None,GdPrv,None,0,4,2010,WD,Abnorml,158900.0,32,32,0,2058.0,3.0,1.0,438.0,0.6508172362555721,30,1,0,0,1,0,1,0,1,Spring,2.5,198.0,1,32.0,146.66666666666666,3,3,9,1,0.6619012918757734
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195,744.0,GasA,Gd,Y,SBrkr,757,744,0,1501,0.0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,179400.0,9,9,0,2245.0,5.0,1.0,549.0,0.7369127516778523,35,2,0,0,0,0,0,1,1,Summer,2.5,214.42857142857142,1,9.0,146.66666666666666,3,3,9,1,0.49231430148577393
760,60,RL,65.0,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,64.0,1198,1318.0,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,752.0,TA,TA,Y,222,98,0,0,0,0,None,None,None,0,11,2007,WD,Normal,290000.0,12,12,0,3849.0,2.0,5.0,120.0,0.09097801364670205,40,3,98,1,1,0,1,0,1,Fall,2.5,253.1,1,12.0,188.0,3,3,9,1,0.58185679371785
761,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,2008.0,Unf,1.0,300.0,Ex,Ex,Y,0,0,0,0,0,0,None,None,Shed,450,10,2009,WD,Normal,127500.0,50,50,0,1728.0,3.0,1.0,612.0,0.707514450867052,36,0,0,0,0,0,0,0,1,Fall,1.0,144.0,1,1.0,150.0,5,5,25,0,0.7261868787689438
762,30,RM,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740,1145.0,GasA,TA,Y,SBrkr,1301,0,0,1301,0.0,0.0,1,0,2,1,Fa,5,Min1,0,None,Detchd,1965.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,100000.0,85,59,1,2446.0,2.0,1.0,405.0,0.35340314136125656,25,0,0,0,0,0,0,0,1,Fall,1.0,216.83333333333334,1,44.0,146.66666666666666,3,3,9,0,0.7131614281950538
763,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732,756.0,GasA,Ex,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,None,None,None,0,6,2010,Con,Normal,215200.0,1,1,0,2303.0,6.0,1.0,24.0,0.031704095112285335,35,2,45,1,1,0,0,0,1,Summer,2.5,193.375,1,1.0,204.66666666666666,3,3,9,0,0.7663520340602403
764,60,RL,82.0,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89,1252.0,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,None,None,None,0,7,2009,WD,Normal,337000.0,10,10,0,3617.0,6.0,1.0,1163.0,0.928172386272945,40,3,308,1,0,0,1,0,1,Summer,3.5,262.77777777777777,1,10.0,214.0,3,3,9,1,0.8358119993020999
765,120,RL,30.0,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,None,None,None,0,4,2006,WD,Normal,270000.0,11,10,1,2988.0,2.0,6.0,1494.0,0.9993311036789297,40,3,246,1,0,0,1,0,1,Spring,2.5,213.42857142857142,1,11.0,160.33333333333334,3,3,9,0,0.3038929142733996
766,20,RL,75.0,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498,1498.0,GasA,Ex,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,592.0,TA,TA,Y,0,174,0,0,0,0,None,None,None,0,8,2008,New,Partial,264132.0,0,0,0,3004.0,1.0,1.0,0.0,0.0,45,4,174,1,0,0,1,0,1,Summer,2.0,215.14285714285714,1,0.0,197.33333333333334,3,3,9,1,0.6158815989977138
767,60,RL,80.0,10421,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586,980.0,GasA,TA,Y,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2.0,496.0,TA,TA,Y,228,66,156,0,0,0,None,MnPrv,Shed,500,3,2010,WD,Normal,196500.0,22,22,0,2694.0,6.0,1.0,394.0,0.4016309887869521,35,2,222,1,1,0,1,0,1,Spring,2.5,214.25,1,22.0,165.33333333333334,3,3,9,1,0.7760713959287694
768,50,RL,75.0,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323,983.0,GasA,Ex,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,None,Attchd,1989.0,Unf,1.0,423.0,TA,TA,Y,245,0,156,0,0,0,None,None,Shed,1300,7,2008,WD,Normal,160000.0,68,23,1,2733.0,5.0,1.0,660.0,0.6707317073170732,42,-1,156,1,1,0,0,0,1,Summer,3.0,218.75,1,19.0,211.5,3,3,9,0,0.6646628102670095
769,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1836,1860.0,GasA,Ex,Y,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,None,None,None,0,10,2006,WD,Normal,216837.0,2,1,1,3696.0,6.0,1.0,24.0,0.012896292315959162,35,2,33,1,1,0,1,0,1,Fall,2.0,204.0,1,2.0,161.33333333333334,3,3,9,0,0.7261868787689438
770,60,RL,47.0,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234,1650.0,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1.0,0.0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3.0,841.0,TA,TA,Y,503,36,0,0,210,0,None,None,None,0,6,2010,WD,Normal,538000.0,7,7,0,4929.0,5.0,1.0,1416.0,0.8576620230163537,40,3,246,1,1,0,1,0,1,Summer,4.5,252.23076923076923,1,7.0,210.25,3,3,9,1,0.20231646609891635
771,85,RL,72.0,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,Unf,0.0,173,858.0,GasA,TA,Y,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1983.0,Unf,2.0,576.0,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,134900.0,27,27,0,1716.0,6.0,1.0,685.0,0.7974388824214202,25,0,0,0,1,0,0,0,1,Spring,2.0,143.0,1,26.0,192.0,3,3,9,0,0.835667443185851
772,20,RL,67.0,8877,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0,836.0,GasA,TA,Y,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1951.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,COD,Normal,102000.0,55,55,0,2056.0,2.0,1.0,836.0,0.998805256869773,20,-1,0,0,0,0,0,0,1,Spring,1.0,174.28571428571428,1,55.0,132.0,3,3,9,0,0.7036497061026918
773,80,RL,94.0,7819,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,127.0,480,1029.0,GasA,TA,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2.0,672.0,TA,TA,Y,144,0,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Abnorml,107000.0,34,34,0,2146.0,5.0,4.0,549.0,0.5330097087378641,30,1,0,0,1,0,1,0,1,Spring,2.0,159.57142857142858,1,34.0,224.0,3,3,9,0,1.0511589023112042
774,20,RL,70.0,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456,912.0,GasA,Ex,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1958.0,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,114500.0,49,49,0,1824.0,3.0,1.0,456.0,0.4994523548740416,25,0,0,0,0,0,0,0,1,Summer,1.0,152.0,1,49.0,137.5,3,3,9,1,0.6879795632932761
